        63         63       3404
        63         63       3701
        64         64        221
        64         64        801
        64         64       1671
        65         65        773
        65         65       1184
        65         65       2507
        66         66         38
        66         66        217
        66         66        284
        66         66        300
        66         66       1018
        66         66       1392
        67         67        589
        67         67       1224
        67         67       3488
        67         67       3921
        68         68       1559
        68         68       1725
        69         69        132
        69         69       1136
        69         69       2251
        70         70        807
        70         70       1678
        70         70       2415
        71         71         70
        71         71        915
        71         71       1073
        71         71       2001
        71         71       2315
        71         71       2858
        71         71       2886
        71         71       3192
        72         72         36
        72         72        437
        72         72        443
        72         72       1021
        72         72       1734
        72         72       3306
        72         72       3516
        73         73        148
        73         73       1210
        73         73       1276
        73         73       1311
        74         74        214
        75         75        558
        75         75       1017
        75         75       3788
        76         76        923
        76         76       1816
        76         76       3134
        76         76       3277
        77         77       2477
        77         77       3317
        77         77       3538
        77         77       3932
        78         78        787
        78         78       2056
        78         78       2453
        78         78       3678
        79         79       1128
        79         79       2383
        79         79       2858
        79         79       3196
        79         79       3572
        80         80        510
        80         80       1017
        80         80       1092
        80         80       2648
        80         80       3752
        80         80       3833
        81         81        241
        81         81        502
        81         81        774
        81         81       1735
        81         81       2060
        81         81       2444
        81         81       2964
        82         82       1500
        82         82       2000
        82         82       2375
        82         82       3934
        83         83         60
        83         83        845
        83         83       1092
        83         83       1613
        83         83       3056
        84         84        418
        84         84       1885
        84         84       3801
        85         85        651
        85         85        702
        85         85       2598
        85         85       3254
        85         85       3334
        86         86        648
        86         86       1030
        86         86       1234
        86         86       2937
        87         87        813
        87         87       1127
        87         87       1405
        87         87       1530
        88         88        871
        88         88       1175
        88         88       2387
        89         89       1382
        89         89       2057
        90         90        540
        90         90       1211
        90         90       2592
        90         90       3456
        90         90       3927
        91         91       1228
        91         91       1462
        91         91       2903
        91         91       2955
        91         91       3092
        92         92       1341
        92         92       2103
        92         92       2104
        92         92       2248
        92         92       2408
        92         92       2552
        92         92       3953
        93         93        303
        93         93        811
        93         93       1794
        93         93       2786
        93         93       2902
        93         93       3273
        93         93       3569
        93         93       3722
        94         94        545
        94         94       1072
        94         94       2098
        94         94       2233
        94         94       2876
        94         94       3341
        94         94       3396
        94         94       3710
        94         94       3912
        95         95        870
        95         95       1691
        95         95       2986
        96         96        874
        96         96        993
        96         96       1284
        96         96       1285
        96         96       1837
        96         96       2861
        97         97        132
        97         97       1804
        97         97       2079
        97         97       2561
        97         97       2563
        97         97       2726
        98         98       1302
        98         98       3101
        98         98       3140
        99         99       3305
        99         99       3326
        99         99       3669
       100        100         62
       100        100       1521
       100        100       2669
       100        100       3299
       100        100       3453
       100        100       3916
       101        101       1393
       101        101       2825
       101        101       2912
       102        102       1322
       102        102       2039
       102        102       3668
       103        103        785
       103        103       1026
       103        103       1286
       103        103       1371
       103        103       2608
       103        103       3160
       104        104       1932
       104        104       2237
       104        104       3379
       105        105        782
       105        105        787
       105        105       1427
       105        105       1539
       105        105       1666
       105        105       2747
       105        105       3096
       106        106       1005
       106        106       1411
       106        106       1412
       106        106       3497
       106        106       3576
       107        107        234
       107        107        368
       107        107       1464
       107        107       1504
       107        107       1822
       108        108       1464
       108        108       1762
       108        108       1983
       108        108       2666
       109        109       1269
       109        109       1305
       109        109       3623
       109        109       3711
       109        109       3788
       110        110        300
       110        110        684
       110        110        963
       110        110       1617
       110        110       1986
       110        110       3079
       110        110       3541
       110        110       3821
       111        111        544
       111        111       1191
       111        111       1235
       111        111       1423
       111        111       2171
       111        111       2541
       111        111       2547
       111        111       2625
       111        111       2951
       111        111       3730
       112        112        188
       112        112       1893
       112        112       2159
       112        112       2708
       112        112       3201
       113        113        785
       113        113       2034
       113        113       2517
       113        113       2584
       114        114       2089
       114        114       3344
       114        114       3414
       114        114       3828
       115        115        891
       115        115       1590
       115        115       2970
       116        116         78
       116        116        246
       116        116        286
       116        116        397
       116        116        974
       116        116       1468
       116        116       2373
       116        116       3065
       116        116       3251
       116        116       3293
       117        117        544
       117        117        933
       117        117       1924
       118        118         69
       118        118        521
       118        118        874
       118        118       3053
       118        118       3120
       119        119       1228
       119        119       1356
       119        119       1678
       119        119       2333
       120        120        289
       120        120        679
       120        120       1502
       120        120       2527
       120        120       2744
       120        120       3952
       121        121       2079
       121        121       2237
       121        121       2573
       121        121       3390
       121        121       3488
       121        121       3671
       122        122        599
       122        122       1239
       122        122       1971
       122        122       2303
       122        122       2842
       122        122       3722
       122        122       3768
       123        123       1458
       123        123       1630
       123        123       1725
       123        123       2747
       123        123       3101
       124        124         26
       124        124       2548
       124        124       3154
       124        124       3871
       125        125        326
       125        125        994
       126        126       2275
       126        126       2861
       126        126       3764
       127        127       1259
       127        127       1941
       127        127       2010
       128        128        104
       128        128        456
       128        128        877
       128        128       2328
       128        128       3190
       128        128       3920
       129        129         74
       129        129         93
       129        129       1037
       129        129       1554
       129        129       2519
       129        129       2989
       129        129       3230
       129        129       3457
       129        129       3655
       129        129       3810
       129        129       3912
       130        130        336
       130        130        707
       130        130       2025
       130        130       2964
       131        131        480
       131        131       1909
       131        131       3106
       132        132        229
       132        132       2922
       133        133        353
       133        133       1189
       133        133       1705
       133        133       3192
       134        134         69
       134        134        514
       134        134       1912
       134        134       1957
       134        134       2223
       135        135       1971
       135        135       2714
       135        135       3680
       136        136       2608
       136        136       3160
       137        137        494
       137        137       1663
       137        137       3925
       138        138        125
       138        138        201
       138        138        420
       138        138       1859
       138        138       2695
       139        139       1003
       139        139       1161
       139        139       1461
       139        139       2706
       140        140        518
       140        140       3317
       141        141       1462
       141        141       1531
       141        141       2833
       141        141       3551
       141        141       3711
       142        142       1443
       142        142       1940
       142        142       3439
       143        143         23
       143        143        218
       143        143       2947
       143        143       2997
       143        143       3010
       143        143       3114
       144        144        545
       144        144        688
       144        144       1613
       144        144       1617
       144        144       2781
       144        144       3402
       145        145        118
       145        145        488
       145        145       1001
       145        145       1386
       145        145       3149
       146        146       3648
       146        146       3870
       147        147        495
       147        147        580
       147        147        871
       147        147       1968
       147        147       3295
       147        147       3461
       147        147       3931
       148        148        894
       148        148        962
       148        148       3056
       148        148       3938
       149        149       1613
       149        149       3217
       149        149       3288
       149        149       3810
       150        150       1152
       150        150       1853
       150        150       2214
       151        151        531
       151        151       1512
       151        151       1831
       151        151       3226
       152        152        201
       152        152        247
       152        152        326
       152        152        699
       152        152        930
       152        152       2481
       152        152       3106
       152        152       3982
       153        153        547
       153        153        676
       153        153        898
       153        153       3145
       153        153       3186
       154        154        395
       154        154        545
       154        154       1202
       154        154       1258
       154        154       1518
       155        155        963
       155        155       2268
       155        155       2941
       155        155       3535
       155        155       3651
       156        156        577
       156        156       1354
       156        156       2227
       156        156       2700
       156        156       3809
       157        157       1259
       157        157       1941
       157        157       3350
       158        158        346
       158        158        482
       158        158       1082
       158        158       1705
       159        159        477
       159        159       1526
       159        159       3119
       159        159       3273
       160        160         18
       160        160        654
       160        160       1373
       160        160       1537
       160        160       2424
       161        161        625
       161        161       1590
       161        161       2461
       161        161       2851
       161        161       3881
       162        162        181
       162        162        326
       162        162        582
       162        162        827
       162        162        962
       162        162       1025
       163        163        595
       163        163       1371
       164        164        821
       164        164        908
       164        164        971
       164        164       1080
       164        164       1094
       164        164       1443
       164        164       3192
       164        164       3379
       164        164       3743
       165        165       1256
       165        165       2138
       165        165       3477
       165        165       3480
       165        165       3561
       165        165       3940
       166        166       1971
       166        166       3680
       166        166       3722
       166        166       3850
       166        166       3988
       167        167       1136
       167        167       1897
       168        168       1423
       168        168       2079
       168        168       3010
       168        168       3787
       168        168       3991
       169        169       1696
       169        169       3262
       169        169       3403
       169        169       3730
       170        170       2234
       170        170       3349
       170        170       3676
       170        170       3830
       170        170       3998
       171        171        480
       171        171        500
       171        171        855
       172        172         69
       172        172        686
       172        172       1323
       172        172       1474
       172        172       1679
       172        172       2325
       172        172       3048
       172        172       3792
       172        172       3927
       173        173        867
       173        173       1767
       173        173       3651
       174        174         63
       174        174        147
       174        174       1275
       174        174       1502
       174        174       1624
       174        174       2725
       174        174       2953
       174        174       3235
       174        174       3907
       175        175        559
       175        175       2947
       175        175       3079
       175        175       3129
       175        175       3142
       175        175       3655
       176        176        902
       176        176       1528
       176        176       1569
       176        176       1834
       176        176       3768
       177        177        724
       177        177       1284
       177        177       2726
       177        177       2731
       177        177       2979
       178        178        907
       178        178        961
       178        178       1300
       178        178       3273
       179        179       2819
       179        179       2991
       179        179       3914
       180        180        176
       180        180        311
       180        180        773
       180        180        832
       180        180       2166
       180        180       3758
       181        181        721
       181        181       1156
       181        181       2446
       181        181       3142
       181        181       3810
       181        181       3815
       182        182       1504
       182        182       1772
       182        182       2564
       182        182       3642
       183        183        825
       183        183       1986
       184        184        246
       184        184       1755
       184        184       2705
       184        184       3444
       185        185       1504
       185        185       1668
       185        185       3900
       186        186       1367
       186        186       2454
       186        186       2561
       186        186       2816
       187        187        238
       187        187        519
       187        187        592
       187        187       2063
       187        187       2596
       187        187       3079
       188        188       1263
       188        188       1589
       188        188       2001
       188        188       3249
       188        188       3262
       188        188       3348
       189        189        759
       189        189        863
       189        189       1317
       189        189       1411
       189        189       3794
       190        190        493
       190        190       1458
       190        190       2095
       190        190       2116
       190        190       2915
       191        191        432
       192        192        908
       192        192       2063
       192        192       2223
       192        192       3932
       192        192       3949
       193        193       1378
       193        193       1474
       193        193       1716
       193        193       2830
       194        194        546
       194        194       1889
       194        194       2368
       194        194       2415
       194        194       2452
       194        194       2489
       194        194       2582
       195        195        119
       195        195        400
       195        195       1628
       195        195       2343
       195        195       2413
       195        195       2507
       196        196        110
       196        196        570
       196        196        913
       196        196       1289
       196        196       1518
       196        196       1746
       196        196       1756
       196        196       2090
       197        197       1169
       197        197       2840
       197        197       3299
       197        197       3615
       197        197       3861
       198        198        934
       198        198       3655
       199        199       1105
       199        199       1528
       200        200        116
       200        200        973
       200        200       1186
       200        200       1531
       200        200       2131
       201        201        851
       201        201       1973
       201        201       3065
       201        201       3070
       201        201       3491
       201        201       3837
       201        201       3934
       202        202        274
       202        202        528
       202        202       2087
       202        202       2368
       202        202       3487
       203        203        341
       203        203        798
       203        203        863
       203        203       1328
       203        203       1530
       203        203       3759
       203        203       3980
       204        204        656
       204        204       1236
       204        204       1735
       204        204       1750
       205        205         80
       205        205        248
       205        205        774
       205        205       2000
       205        205       2315
       205        205       2321
       205        205       3219
       206        206        222
       206        206        416
       206        206       1145
       206        206       1361
       206        206       1592
       206        206       1834
       206        206       2578
       206        206       3651
       207        207        236
       207        207        545
       207        207       1015
       207        207       1630
       208        208        546
       208        208        629
       208        208        706
       208        208       1199
       208        208       2021
       208        208       3421
       208        208       3623
       209        209        521
       209        209       1407
       209        209       1826
       209        209       2467
       209        209       2481
       209        209       3039
       209        209       3601
       210        210        152
       210        210        744
       210        210        901
       210        210       1183
       210        210       2387
       210        210       3106
       211        211        293
       211        211       2347
       211        211       2744
       211        211       2851
       211        211       2989
       211        211       3402
       212        212        209
       212        212       2610
       212        212       3524
       212        212       3600
       212        212       3664
       213        213        518
       213        213       1469
       213        213       3142
       213        213       3231
       213        213       3317
       214        214        117
       214        214       2341
       214        214       3938
       215        215       1025
       215        215       1235
       215        215       1903
       215        215       1997
       216        216         14
       216        216        125
       216        216        201
       216        216        420
       216        216       1067
       217        217       1835
       217        217       3530
       217        217       3777
       218        218       2786
       218        218       2964
       218        218       3197
       219        219        143
       219        219        592
       219        219       1081
       219        219       1486
       219        219       3192
       220        220        480
       220        220       1288
       220        220       1737
       220        220       2141
       220        220       2679
       220        220       3163
       220        220       3437
       220        220       3625
       221        221        132
       221        221        133
       221        221        899
       221        221       2589
       221        221       2769
       221        221       2984
       222        222       2080
       223        223        142
       223        223        675
       223        223        946
       223        223       1184
       223        223       3297
       223        223       3550
       224        224        238
       224        224        924
       224        224        933
       224        224       1488
       224        224       2259
       224        224       2705
       224        224       2774
       224        224       3000
       225        225       3332
       225        225       3456
       226        226       1284
       226        226       1436
       226        226       3271
       226        226       3997
       227        227        133
       227        227        989
       227        227       1541
       228        228         55
       228        228       1231
       228        228       1499
       228        228       1762
       228        228       2573
       228        228       3025
       228        228       3671
       229        229        558
       229        229       1557
       229        229       1582
       229        229       3924
       230        230       1003
       230        230       2030
       230        230       3326
       231        231        853
       232        232        172
       232        232       1190
       232        232       1276
       232        232       1617
       232        232       1999
       232        232       2809
       232        232       2861
       232        232       3653
       232        232       3882
       233        233        205
       233        233        887
       233        233       1027
       234        234       1738
       234        234       2852
       234        234       3159
       234        234       3878
       235        235        236
       235        235        545
       235        235       1015
       235        235       1630
       235        235       2986
       236        236        876
       236        236       1211
       236        236       1648
       236        236       2774
       236        236       3160
       236        236       3505
       236        236       3685
       237        237       1820
       237        237       2615
       238        238       1469
       238        238       3800
       239        239        280
       239        239        539
       239        239       1227
       239        239       3012
       239        239       3060
       239        239       3211
       240        240        259
       240        240        437
       240        240        756
       240        240        783
       240        240       1036
       240        240       2088
       240        240       2349
       240        240       2610
       240        240       3754
       241        241        472
       241        241        482
       241        241        511
       241        241       2343
       241        241       2858
       242        242        325
       242        242       1502
       242        242       2832
       242        242       3585
       243        243       1269
       243        243       2502
       243        243       2584
       243        243       2647
       244        244        219
       244        244        628
       244        244       3333
       244        244       3409
       244        244       3741
       245        245         48
       245        245       1058
       245        245       1190
       245        245       1351
       245        245       1474
       245        245       3269
       245        245       3583
       245        245       3815
       245        245       3880
       246        246         28
       246        246       2409
       246        246       3000
       247        247        148
       247        247       2463
       247        247       2714
       247        247       3381
       247        247       3970
       248        248        592
       248        248        903
       248        248       1501
       248        248       2054
       248        248       2136
       248        248       2223
       249        249       3306
       250        250        582
       250        250       1740
       250        250       2488
       250        250       3552
       250        250       3927
       251        251       1438
       251        251       1713
       251        251       1903
       251        251       2085
       251        251       3025
       251        251       3616
       252        252        266
       252        252        553
       252        252        643
       252        252       2022
       252        252       3313
       253        253        518
       253        253       1407
       253        253       1675
       253        253       1903
       253        253       3051
       253        253       3119
       254        254        697
       254        254       1042
       254        254       1234
       254        254       1315
       254        254       3287
       255        255       1429
       255        255       1521
       255        255       1566
       255        255       3934
       256        256       1127
       256        256       1500
       256        256       2025
       256        256       2246
       256        256       3421
       256        256       3828
       257        257        682
       257        257        737
       257        257       1225
       257        257       2372
       257        257       3577
       258        258       1632
       258        258       2506
       258        258       3492
       259        259        592
       259        259       1023
       259        259       1793
       259        259       2001
       260        260       1260
       260        260       2699
       260        260       3233
       260        260       3511
       260        260       3987
       261        261         10
       261        261        150
       261        261        377
       261        261        497
       261        261        544
       261        261        894
       261        261       2194
       261        261       3186
       262        262       1464
       262        262       1873
       262        262       1903
       262        262       3192
       263        263         85
       263        263        699
       263        263       1217
       264        264        234
       264        264       1582
       264        264       2508
       264        264       3070
       264        264       3110
       264        264       3812
       265        265        669
       265        265       1327
       265        265       2978
       265        265       3925
       265        265       3948
       266        266       1018
       266        266       1601
       266        266       2886
       267        267        934
       267        267       3776
       268        268       1993
       268        268       2005
       268        268       2324
       268        268       2535
       268        268       2858
       268        268       3051
       269        269         45
       269        269        221
       269        269        851
       269        269       3671
       270        270         67
       270        270        837
       270        270       1537
       270        270       2489
       270        270       3855
       271        271       1928
       271        271       2910
       272        272        662
       272        272       1787
       272        272       2176
       273        273       1941
       273        273       2947
       273        273       3134
       273        273       3950
       274        274        908
       274        274       1225
       274        274       2878
       274        274       3207
       274        274       3667
       275        275        623
       275        275        934
       275        275       1504
       275        275       1508
       275        275       1602
       275        275       2406
       275        275       3179
       275        275       3758
       276        276        410
       276        276        981
       276        276       1584
       276        276       2781
       277        277        546
       277        277        575
       277        277       1666
       277        277       2726
       277        277       3938
       278        278        507
       278        278       1374
       278        278       1874
       278        278       2763
       279        279         59
       279        279        216
       279        279        874
       279        279        961
       279        279       3351
       279        279       3458
       280        280       3914
       281        281        740
       281        281        986
       281        281       3024
       282        282        300
       282        282        325
       282        282        707
       282        282        799
       283        283        233
       283        283        289
       283        283       2496
       283        283       2630
       283        283       2792
       284        284        318
       284        284       1009
       284        284       1559
       284        284       2457
       284        284       2579
       284        284       3003
       285        285        182
       285        285       1664
       285        285       1840
       285        285       2667
       285        285       3460
       285        285       3662
       286        286        368
       286        286        431
       286        286       1133
       286        286       1332
       287        287       1300
       287        287       1941
       287        287       2333
       287        287       3328
       287        287       3446
       288        288        117
       288        288       2275
       288        288       2642
       288        288       3390
       288        288       3646
       289        289        259
       289        289        360
       289        289       2593
       289        289       3268
       290        290        176
       290        290        780
       290        290       2569
       290        290       2687
       290        290       2841
       290        290       3438
       291        291        221
       291        291       1594
       291        291       1780
       291        291       1965
       291        291       2689
       291        291       3596
       292        292        701
       292        292       1005
