2208,150
150,3147
3147,150
2187,2208
2208,2187
2187,3147
3147,2187
2208,3147
3147,2208
111,146
146,111
111,679
679,111
111,1349
1349,111
111,1593
1593,111
111,1678
1678,111
111,3056
3056,111
146,679
679,146
146,1349
1349,146
146,1593
1593,146
146,1678
1678,146
146,3056
3056,146
679,1349
1349,679
679,1593
1593,679
679,1678
1678,679
679,3056
3056,679
1349,1593
1593,1349
1349,1678
1678,1349
1349,3056
3056,1349
1593,1678
1678,1593
1593,3056
3056,1593
1678,3056
3056,1678
1233,1512
1512,1233
1233,3465
3465,1233
1233,3572
3572,1233
1233,3832
3832,1233
1512,3465
3465,1512
1512,3572
3572,1512
1512,3832
3832,1512
3465,3572
3572,3465
3465,3832
3832,3465
3572,3832
3832,3572
348,471
471,348
348,1233
1233,348
348,3855
3855,348
348,3963
3963,348
471,1233
1233,471
471,3855
3855,471
471,3963
3963,471
1233,3855
3855,1233
1233,3963
3963,1233
3855,3963
3963,3855
459,722
722,459
459,1713
1713,459
459,2548
2548,459
459,3250
3250,459
722,1713
1713,722
722,2548
2548,722
722,3250
3250,722
1713,2548
2548,1713
1713,3250
3250,1713
2548,3250
3250,2548
1577,1647
1647,1577
1577,1753
1753,1577
1577,2248
2248,1577
1577,2260
2260,1577
1577,3241
3241,1577
1647,1753
1753,1647
1647,2248
2248,1647
1647,2260
2260,1647
1647,3241
3241,1647
1753,2248
2248,1753
1753,2260
2260,1753
1753,3241
3241,1753
2248,2260
2260,2248
2248,3241
3241,2248
2260,3241
3241,2260
809,893
893,809
809,1638
1638,809
893,1638
1638,893
205,599
599,205
205,3348
3348,205
205,3402
3402,205
599,3348
3348,599
599,3402
3402,599
3348,3402
3402,3348
220,387
387,220
220,1476
1476,220
220,2277
2277,220
220,2761
2761,220
220,3871
3871,220
387,1476
1476,387
387,2277
2277,387
387,2761
2761,387
387,3871
3871,387
1476,2277
2277,1476
1476,2761
2761,1476
1476,3871
3871,1476
2277,2761
2761,2277
2277,3871
3871,2277
2761,3871
3871,2761
272,648
648,272
272,1307
1307,272
272,1524
1524,272
272,1765
1765,272
272,2535
2535,272
648,1307
1307,648
648,1524
1524,648
648,1765
1765,648
648,2535
2535,648
1307,1524
1524,1307
1307,1765
1765,1307
1307,2535
2535,1307
1524,1765
1765,1524
1524,2535
2535,1524
1765,2535
2535,1765
234,1464
1464,234
234,1504
1504,234
234,3356
3356,234
1464,1504
1504,1464
1464,3356
3356,1464
1504,3356
3356,1504
147,3054
3054,147
147,3459
3459,147
3054,3459
3459,3054
236,1428
1428,236
236,2228
2228,236
236,2382
2382,236
1428,2228
2228,1428
1428,2382
2382,1428
2228,2382
2382,2228
29,214
214,29
29,504
504,29
29,3514
3514,29
29,3793
3793,29
214,504
504,214
214,3514
3514,214
214,3793
3793,214
504,3514
3514,504
504,3793
3793,504
3514,3793
3793,3514
2058,2527
2527,2058
924,1697
1697,924
924,3468
3468,924
924,3810
3810,924
1697,3468
3468,1697
1697,3810
3810,1697
3468,3810
3810,3468
432,443
443,432
432,613
613,432
432,845
845,432
432,1113
1113,432
432,1836
1836,432
443,613
613,443
443,845
845,443
443,1113
1113,443
443,1836
1836,443
613,845
845,613
613,1113
1113,613
613,1836
1836,613
845,1113
1113,845
845,1836
1836,845
1113,1836
1836,1113
21,123
123,21
21,566
566,21
21,771
771,21
21,930
930,21
21,2457
2457,21
123,566
566,123
123,771
771,123
123,930
930,123
123,2457
2457,123
566,771
771,566
566,930
930,566
566,2457
2457,566
771,930
930,771
771,2457
2457,771
930,2457
2457,930
450,1402
1402,450
1700,2412
2412,1700
543,2984
2984,543
543,3927
3927,543
543,3931
3931,543
543,3934
3934,543
2984,3927
3927,2984
2984,3931
3931,2984
2984,3934
3934,2984
3927,3931
3931,3927
3927,3934
3934,3927
3931,3934
3934,3931
707,1474
1474,707
707,3192
3192,707
707,3371
3371,707
1474,3192
3192,1474
1474,3371
3371,1474
3192,3371
3371,3192
732,1991
1991,732
732,2947
2947,732
1991,2947
2947,1991
152,744
744,152
152,901
901,152
152,1183
1183,152
152,2387
2387,152
152,3106
3106,152
744,901
901,744
744,1183
1183,744
744,2387
2387,744
744,3106
3106,744
901,1183
1183,901
901,2387
2387,901
901,3106
3106,901
1183,2387
2387,1183
1183,3106
3106,1183
2387,3106
3106,2387
448,530
530,448
448,803
803,448
448,2416
2416,448
448,2428
2428,448
448,2926
2926,448
448,3368
3368,448
448,3653
3653,448
530,803
803,530
530,2416
2416,530
530,2428
2428,530
530,2926
2926,530
530,3368
3368,530
530,3653
3653,530
803,2416
2416,803
803,2428
2428,803
803,2926
2926,803
803,3368
3368,803
803,3653
3653,803
2416,2428
2428,2416
2416,2926
2926,2416
2416,3368
3368,2416
2416,3653
3653,2416
2428,2926
2926,2428
2428,3368
3368,2428
2428,3653
3653,2428
2926,3368
3368,2926
2926,3653
3653,2926
3368,3653
3653,3368
459,595
595,459
459,732
732,459
459,2347
2347,459
459,2699
2699,459
459,3268
3268,459
595,732
732,595
595,2347
2347,595
595,2699
2699,595
595,3268
3268,595
732,2347
2347,732
732,2699
2699,732
732,3268
3268,732
2347,2699
2699,2347
2347,3268
3268,2347
2699,3268
3268,2699
87,787
787,87
87,3719
3719,87
787,3719
3719,787
1474,1610
1610,1474
1474,2289
2289,1474
1610,2289
2289,1610
491,539
539,491
491,3086
3086,491
539,3086
3086,539
7,446
446,7
7,3193
3193,7
446,3193
3193,446
858,2744
2744,858
858,3185
3185,858
858,3666
3666,858
2744,3185
3185,2744
2744,3666
3666,2744
3185,3666
3666,3185
1567,2680
2680,1567
127,1618
1618,127
127,2877
2877,127
1618,2877
2877,1618
190,667
667,190
190,998
998,190
190,1143
1143,190
190,1457
1457,190
190,1779
1779,190
190,2164
2164,190
190,2339
2339,190
667,998
998,667
667,1143
1143,667
667,1457
1457,667
667,1779
1779,667
667,2164
2164,667
667,2339
2339,667
998,1143
1143,998
998,1457
1457,998
998,1779
1779,998
998,2164
2164,998
998,2339
2339,998
1143,1457
1457,1143
1143,1779
1779,1143
1143,2164
2164,1143
1143,2339
2339,1143
1457,1779
1779,1457
1457,2164
2164,1457
1457,2339
2339,1457
1779,2164
2164,1779
1779,2339
2339,1779
2164,2339
2339,2164
192,1873
1873,192
192,3398
3398,192
192,3871
3871,192
1873,3398
3398,1873
1873,3871
3871,1873
3398,3871
3871,3398
3079,3821
3821,3079
1318,1794
1794,1318
1318,1820
1820,1318
1318,2786
2786,1318
1318,2964
2964,1318
1318,3722
3722,1318
1318,3954
3954,1318
1794,1820
1820,1794
1794,2786
2786,1794
1794,2964
2964,1794
1794,3722
3722,1794
1794,3954
3954,1794
1820,2786
2786,1820
1820,2964
2964,1820
1820,3722
3722,1820
1820,3954
3954,1820
2786,2964
2964,2786
2786,3722
3722,2786
2786,3954
3954,2786
2964,3722
3722,2964
2964,3954
3954,2964
3722,3954
3954,3722
81,368
368,81
81,1072
1072,81
81,3180
3180,81
81,3906
3906,81
368,1072
1072,368
368,3180
3180,368
368,3906
3906,368
1072,3180
3180,1072
1072,3906
3906,1072
3180,3906
3906,3180
1465,1897
1897,1465
1465,3089
3089,1465
1897,3089
3089,1897
24,1023
1023,24
24,2590
2590,24
24,2946
2946,24
24,3752
3752,24
1023,2590
2590,1023
1023,2946
2946,1023
1023,3752
3752,1023
2590,2946
2946,2590
2590,3752
3752,2590
2946,3752
3752,2946
3231,3492
3492,3231
3231,3934
3934,3231
3492,3934
3934,3492
517,2298
2298,517
517,3647
3647,517
2298,3647
3647,2298
40,604
604,40
40,1638
1638,40
604,1638
1638,604
63,1170
1170,63
63,1881
1881,63
63,3094
3094,63
63,3538
3538,63
1170,1881
1881,1170
1170,3094
3094,1170
1170,3538
3538,1170
1881,3094
3094,1881
1881,3538
3538,1881
3094,3538
3538,3094
1126,2745
2745,1126
1126,3331
3331,1126
2745,3331
3331,2745
731,1888
1888,731
731,2831
2831,731
1888,2831
2831,1888
799,1148
1148,799
799,1750
1750,799
799,2009
2009,799
799,2745
2745,799
799,3267
3267,799
799,3366
3366,799
1148,1750
1750,1148
1148,2009
2009,1148
1148,2745
2745,1148
1148,3267
3267,1148
1148,3366
3366,1148
1750,2009
2009,1750
1750,2745
2745,1750
1750,3267
3267,1750
1750,3366
3366,1750
2009,2745
2745,2009
2009,3267
3267,2009
2009,3366
3366,2009
2745,3267
3267,2745
2745,3366
3366,2745
3267,3366
3366,3267
1738,1817
1817,1738
1738,1952
1952,1738
1738,3024
3024,1738
1738,3175
3175,1738
1738,3319
3319,1738
1817,1952
1952,1817
1817,3024
3024,1817
1817,3175
3175,1817
1817,3319
3319,1817
1952,3024
3024,1952
1952,3175
3175,1952
1952,3319
3319,1952
3024,3175
3175,3024
3024,3319
3319,3024
3175,3319
3319,3175
629,1145
1145,629
629,1341
1341,629
629,2305
2305,629
629,2337
2337,629
1145,1341
1341,1145
1145,2305
2305,1145
1145,2337
2337,1145
1341,2305
2305,1341
1341,2337
2337,1341
2305,2337
2337,2305
2153,3331
3331,2153
68,2529
2529,68
68,3492
3492,68
2529,3492
3492,2529
930,1624
1624,930
930,2314
2314,930
930,2397
2397,930
1624,2314
2314,1624
1624,2397
2397,1624
2314,2397
2397,2314
140,1241
1241,140
140,1394
1394,140
140,1731
1731,140
140,2338
2338,140
140,2557
2557,140
140,3136
3136,140
1241,1394
1394,1241
1241,1731
1731,1241
1241,2338
2338,1241
1241,2557
2557,1241
1241,3136
3136,1241
1394,1731
1731,1394
1394,2338
2338,1394
1394,2557
2557,1394
1394,3136
3136,1394
1731,2338
2338,1731
1731,2557
2557,1731
1731,3136
3136,1731
2338,2557
2557,2338
2338,3136
3136,2338
2557,3136
3136,2557
2000,2476
2476,2000
2000,2527
2527,2000
2000,3411
3411,2000
2476,2527
2527,2476
2476,3411
3411,2476
2527,3411
3411,2527
163,171
171,163
163,423
423,163
163,1014
1014,163
163,2107
2107,163
163,2247
2247,163
163,2600
2600,163
163,3286
3286,163
171,423
423,171
171,1014
1014,171
171,2107
2107,171
171,2247
2247,171
171,2600
2600,171
171,3286
3286,171
423,1014
1014,423
423,2107
2107,423
423,2247
2247,423
423,2600
2600,423
423,3286
3286,423
1014,2107
2107,1014
1014,2247
2247,1014
1014,2600
2600,1014
1014,3286
3286,1014
2107,2247
2247,2107
2107,2600
2600,2107
2107,3286
3286,2107
2247,2600
2600,2247
2247,3286
3286,2247
2600,3286
3286,2600
559,1382
1382,559
559,2115
2115,559
559,2139
2139,559
1382,2115
2115,1382
1382,2139
2139,1382
2115,2139
2139,2115
142,1632
1632,142
142,2242
2242,142
142,2626
2626,142
142,3404
3404,142
142,3701
3701,142
1632,2242
2242,1632
1632,2626
2626,1632
1632,3404
3404,1632
1632,3701
3701,1632
2242,2626
2626,2242
2242,3404
3404,2242
2242,3701
3701,2242
2626,3404
3404,2626
2626,3701
3701,2626
3404,3701
3701,3404
221,801
801,221
221,1671
1671,221
801,1671
1671,801
773,1184
1184,773
773,2507
2507,773
1184,2507
2507,1184
38,217
217,38
38,284
284,38
38,300
300,38
38,1018
1018,38
38,1392
1392,38
217,284
284,217
217,300
300,217
217,1018
1018,217
217,1392
1392,217
284,300
300,284
284,1018
1018,284
284,1392
1392,284
300,1018
1018,300
300,1392
1392,300
1018,1392
1392,1018
589,1224
1224,589
589,3488
3488,589
589,3921
3921,589
1224,3488
3488,1224
1224,3921
3921,1224
3488,3921
3921,3488
1559,1725
1725,1559
132,1136
1136,132
132,2251
2251,132
1136,2251
2251,1136
807,1678
1678,807
807,2415
2415,807
1678,2415
2415,1678
70,915
915,70
70,1073
1073,70
70,2001
2001,70
70,2315
2315,70
70,2858
2858,70
70,2886
2886,70
70,3192
3192,70
915,1073
1073,915
915,2001
2001,915
915,2315
2315,915
915,2858
2858,915
915,2886
2886,915
915,3192
3192,915
1073,2001
2001,1073
1073,2315
2315,1073
1073,2858
2858,1073
1073,2886
2886,1073
1073,3192
3192,1073
2001,2315
2315,2001
2001,2858
2858,2001
2001,2886
2886,2001
2001,3192
3192,2001
2315,2858
2858,2315
2315,2886
2886,2315
2315,3192
3192,2315
2858,2886
2886,2858
2858,3192
3192,2858
2886,3192
3192,2886
36,437
437,36
36,443
443,36
36,1021
1021,36
36,1734
1734,36
36,3306
3306,36
36,3516
3516,36
437,443
443,437
437,1021
1021,437
437,1734
1734,437
437,3306
3306,437
437,3516
3516,437
443,1021
1021,443
443,1734
1734,443
443,3306
3306,443
443,3516
3516,443
1021,1734
1734,1021
1021,3306
3306,1021
1021,3516
3516,1021
1734,3306
3306,1734
1734,3516
3516,1734
3306,3516
3516,3306
148,1210
1210,148
148,1276
1276,148
148,1311
1311,148
1210,1276
1276,1210
1210,1311
1311,1210
1276,1311
1311,1276
558,1017
1017,558
558,3788
3788,558
1017,3788
3788,1017
923,1816
1816,923
923,3134
3134,923
923,3277
3277,923
1816,3134
3134,1816
1816,3277
3277,1816
3134,3277
3277,3134
2477,3317
3317,2477
2477,3538
3538,2477
2477,3932
3932,2477
3317,3538
3538,3317
3317,3932
3932,3317
3538,3932
3932,3538
787,2056
2056,787
787,2453
2453,787
787,3678
3678,787
2056,2453
2453,2056
2056,3678
3678,2056
2453,3678
3678,2453
1128,2383
2383,1128
1128,2858
2858,1128
1128,3196
3196,1128
1128,3572
3572,1128
2383,2858
2858,2383
2383,3196
3196,2383
2383,3572
3572,2383
2858,3196
3196,2858
2858,3572
3572,2858
3196,3572
3572,3196
510,1017
1017,510
510,1092
1092,510
510,2648
2648,510
510,3752
3752,510
510,3833
3833,510
1017,1092
1092,1017
1017,2648
2648,1017
1017,3752
3752,1017
1017,3833
3833,1017
1092,2648
2648,1092
1092,3752
3752,1092
1092,3833
3833,1092
2648,3752
3752,2648
2648,3833
3833,2648
3752,3833
3833,3752
241,502
502,241
241,774
774,241
241,1735
1735,241
241,2060
2060,241
241,2444
2444,241
241,2964
2964,241
502,774
774,502
502,1735
1735,502
502,2060
2060,502
502,2444
2444,502
502,2964
2964,502
774,1735
1735,774
774,2060
2060,774
774,2444
2444,774
774,2964
2964,774
1735,2060
2060,1735
1735,2444
2444,1735
1735,2964
2964,1735
2060,2444
2444,2060
2060,2964
2964,2060
2444,2964
2964,2444
1500,2000
2000,1500
1500,2375
2375,1500
1500,3934
3934,1500
2000,2375
2375,2000
2000,3934
3934,2000
2375,3934
3934,2375
60,845
845,60
60,1092
1092,60
60,1613
1613,60
60,3056
3056,60
845,1092
1092,845
845,1613
1613,845
845,3056
3056,845
1092,1613
1613,1092
1092,3056
3056,1092
1613,3056
3056,1613
418,1885
1885,418
418,3801
3801,418
1885,3801
3801,1885
651,702
702,651
651,2598
2598,651
651,3254
3254,651
651,3334
3334,651
702,2598
2598,702
702,3254
3254,702
702,3334
3334,702
2598,3254
3254,2598
2598,3334
3334,2598
3254,3334
3334,3254
648,1030
1030,648
648,1234
1234,648
648,2937
2937,648
1030,1234
1234,1030
1030,2937
2937,1030
1234,2937
2937,1234
813,1127
1127,813
813,1405
1405,813
813,1530
1530,813
1127,1405
1405,1127
1127,1530
1530,1127
1405,1530
1530,1405
871,1175
1175,871
871,2387
2387,871
1175,2387
2387,1175
1382,2057
2057,1382
540,1211
1211,540
540,2592
2592,540
540,3456
3456,540
540,3927
3927,540
1211,2592
2592,1211
1211,3456
3456,1211
1211,3927
3927,1211
2592,3456
3456,2592
2592,3927
3927,2592
3456,3927
3927,3456
1228,1462
1462,1228
1228,2903
2903,1228
1228,2955
2955,1228
1228,3092
3092,1228
1462,2903
2903,1462
1462,2955
2955,1462
1462,3092
3092,1462
2903,2955
2955,2903
2903,3092
3092,2903
2955,3092
3092,2955
1341,2103
2103,1341
1341,2104
2104,1341
1341,2248
2248,1341
1341,2408
2408,1341
1341,2552
2552,1341
1341,3953
3953,1341
2103,2104
2104,2103
2103,2248
2248,2103
2103,2408
2408,2103
2103,2552
2552,2103
2103,3953
3953,2103
2104,2248
2248,2104
2104,2408
2408,2104
2104,2552
2552,2104
2104,3953
3953,2104
2248,2408
2408,2248
2248,2552
2552,2248
2248,3953
3953,2248
2408,2552
2552,2408
2408,3953
3953,2408
2552,3953
3953,2552
303,811
811,303
303,1794
1794,303
303,2786
2786,303
303,2902
2902,303
303,3273
3273,303
303,3569
3569,303
303,3722
3722,303
811,1794
1794,811
811,2786
2786,811
811,2902
2902,811
811,3273
3273,811
811,3569
3569,811
811,3722
3722,811
1794,2902
2902,1794
1794,3273
3273,1794
1794,3569
3569,1794
2786,2902
2902,2786
2786,3273
3273,2786
2786,3569
3569,2786
2902,3273
3273,2902
2902,3569
3569,2902
2902,3722
3722,2902
3273,3569
3569,3273
3273,3722
3722,3273
3569,3722
3722,3569
545,1072
1072,545
545,2098
2098,545
545,2233
2233,545
545,2876
2876,545
545,3341
3341,545
545,3396
3396,545
545,3710
3710,545
545,3912
3912,545
1072,2098
2098,1072
1072,2233
2233,1072
1072,2876
2876,1072
1072,3341
3341,1072
1072,3396
3396,1072
1072,3710
3710,1072
1072,3912
3912,1072
2098,2233
2233,2098
2098,2876
2876,2098
2098,3341
3341,2098
2098,3396
3396,2098
2098,3710
3710,2098
2098,3912
3912,2098
2233,2876
2876,2233
2233,3341
3341,2233
2233,3396
3396,2233
2233,3710
3710,2233
2233,3912
3912,2233
2876,3341
3341,2876
2876,3396
3396,2876
2876,3710
3710,2876
2876,3912
3912,2876
3341,3396
3396,3341
3341,3710
3710,3341
3341,3912
3912,3341
3396,3710
3710,3396
3396,3912
3912,3396
3710,3912
3912,3710
870,1691
1691,870
870,2986
2986,870
1691,2986
2986,1691
874,993
993,874
874,1284
1284,874
874,1285
1285,874
874,1837
1837,874
874,2861
2861,874
993,1284
1284,993
993,1285
1285,993
993,1837
1837,993
993,2861
2861,993
1284,1285
1285,1284
1284,1837
1837,1284
1284,2861
2861,1284
1285,1837
1837,1285
1285,2861
2861,1285
1837,2861
2861,1837
132,1804
1804,132
132,2079
2079,132
132,2561
2561,132
132,2563
2563,132
132,2726
2726,132
1804,2079
2079,1804
1804,2561
2561,1804
1804,2563
2563,1804
1804,2726
2726,1804
2079,2561
2561,2079
2079,2563
2563,2079
2079,2726
2726,2079
2561,2563
2563,2561
2561,2726
2726,2561
2563,2726
2726,2563
1302,3101
3101,1302
1302,3140
3140,1302
3101,3140
3140,3101
3305,3326
3326,3305
3305,3669
3669,3305
3326,3669
3669,3326
62,1521
1521,62
62,2669
2669,62
62,3299
3299,62
62,3453
3453,62
62,3916
3916,62
1521,2669
2669,1521
1521,3299
3299,1521
1521,3453
3453,1521
1521,3916
3916,1521
2669,3299
3299,2669
2669,3453
3453,2669
2669,3916
3916,2669
3299,3453
3453,3299
3299,3916
3916,3299
3453,3916
3916,3453
1393,2825
2825,1393
1393,2912
2912,1393
2825,2912
2912,2825
1322,2039
2039,1322
1322,3668
3668,1322
2039,3668
3668,2039
785,1026
1026,785
785,1286
1286,785
785,1371
1371,785
785,2608
2608,785
785,3160
3160,785
1026,1286
1286,1026
1026,1371
1371,1026
1026,2608
2608,1026
1026,3160
3160,1026
1286,1371
1371,1286
1286,2608
2608,1286
1286,3160
3160,1286
1371,2608
2608,1371
1371,3160
3160,1371
2608,3160
3160,2608
1932,2237
2237,1932
1932,3379
3379,1932
2237,3379
3379,2237
782,787
787,782
782,1427
1427,782
782,1539
1539,782
782,1666
1666,782
782,2747
2747,782
782,3096
3096,782
787,1427
1427,787
787,1539
1539,787
787,1666
1666,787
787,2747
2747,787
787,3096
3096,787
1427,1539
1539,1427
1427,1666
1666,1427
1427,2747
2747,1427
1427,3096
3096,1427
1539,1666
1666,1539
1539,2747
2747,1539
1539,3096
3096,1539
1666,2747
2747,1666
1666,3096
3096,1666
2747,3096
3096,2747
1005,1411
1411,1005
1005,1412
1412,1005
1005,3497
3497,1005
1005,3576
3576,1005
1411,1412
1412,1411
1411,3497
3497,1411
1411,3576
3576,1411
1412,3497
3497,1412
1412,3576
3576,1412
3497,3576
3576,3497
234,368
368,234
234,1822
1822,234
368,1464
1464,368
368,1504
1504,368
368,1822
1822,368
1464,1822
1822,1464
1504,1822
1822,1504
1464,1762
1762,1464
1464,1983
1983,1464
1464,2666
2666,1464
1762,1983
1983,1762
1762,2666
2666,1762
1983,2666
2666,1983
1269,1305
1305,1269
1269,3623
3623,1269
1269,3711
3711,1269
1269,3788
3788,1269
1305,3623
3623,1305
1305,3711
3711,1305
1305,3788
3788,1305
3623,3711
3711,3623
3623,3788
3788,3623
3711,3788
3788,3711
300,684
684,300
300,963
963,300
300,1617
1617,300
300,1986
1986,300
300,3079
3079,300
300,3541
3541,300
300,3821
3821,300
684,963
963,684
684,1617
1617,684
684,1986
1986,684
684,3079
3079,684
684,3541
3541,684
684,3821
3821,684
963,1617
1617,963
963,1986
1986,963
963,3079
3079,963
963,3541
3541,963
963,3821
3821,963
1617,1986
1986,1617
1617,3079
3079,1617
1617,3541
3541,1617
1617,3821
3821,1617
1986,3079
3079,1986
1986,3541
3541,1986
1986,3821
3821,1986
3079,3541
3541,3079
3541,3821
3821,3541
544,1191
1191,544
544,1235
1235,544
544,1423
1423,544
544,2171
2171,544
544,2541
2541,544
544,2547
2547,544
544,2625
2625,544
544,2951
2951,544
544,3730
3730,544
1191,1235
1235,1191
1191,1423
1423,1191
1191,2171
2171,1191
1191,2541
2541,1191
1191,2547
2547,1191
1191,2625
2625,1191
1191,2951
2951,1191
1191,3730
3730,1191
1235,1423
1423,1235
1235,2171
2171,1235
1235,2541
2541,1235
1235,2547
2547,1235
1235,2625
2625,1235
1235,2951
2951,1235
1235,3730
3730,1235
1423,2171
2171,1423
1423,2541
2541,1423
1423,2547
2547,1423
1423,2625
2625,1423
1423,2951
2951,1423
1423,3730
3730,1423
2171,2541
2541,2171
2171,2547
2547,2171
2171,2625
2625,2171
2171,2951
2951,2171
2171,3730
3730,2171
2541,2547
2547,2541
2541,2625
2625,2541
2541,2951
2951,2541
2541,3730
3730,2541
2547,2625
2625,2547
2547,2951
2951,2547
2547,3730
3730,2547
2625,2951
2951,2625
2625,3730
3730,2625
2951,3730
3730,2951
188,1893
1893,188
188,2159
2159,188
188,2708
2708,188
188,3201
3201,188
1893,2159
2159,1893
1893,2708
2708,1893
1893,3201
3201,1893
2159,2708
2708,2159
2159,3201
3201,2159
2708,3201
3201,2708
785,2034
2034,785
785,2517
2517,785
785,2584
2584,785
2034,2517
2517,2034
2034,2584
2584,2034
2517,2584
2584,2517
2089,3344
3344,2089
2089,3414
3414,2089
2089,3828
3828,2089
3344,3414
3414,3344
3344,3828
3828,3344
3414,3828
3828,3414
891,1590
1590,891
891,2970
2970,891
1590,2970
2970,1590
78,246
246,78
78,286
286,78
78,397
397,78
78,974
974,78
78,1468
1468,78
78,2373
2373,78
78,3065
3065,78
78,3251
3251,78
78,3293
3293,78
246,286
286,246
246,397
397,246
246,974
974,246
246,1468
1468,246
246,2373
2373,246
246,3065
3065,246
246,3251
3251,246
246,3293
3293,246
286,397
397,286
286,974
974,286
286,1468
1468,286
286,2373
2373,286
286,3065
3065,286
286,3251
3251,286
286,3293
3293,286
397,974
974,397
397,1468
1468,397
397,2373
2373,397
397,3065
3065,397
397,3251
3251,397
397,3293
3293,397
974,1468
1468,974
974,2373
2373,974
974,3065
3065,974
974,3251
3251,974
974,3293
3293,974
1468,2373
2373,1468
1468,3065
3065,1468
1468,3251
3251,1468
1468,3293
3293,1468
2373,3065
3065,2373
2373,3251
3251,2373
2373,3293
3293,2373
3065,3251
3251,3065
3065,3293
3293,3065
3251,3293
3293,3251
544,933
933,544
544,1924
1924,544
933,1924
1924,933
69,521
521,69
69,874
874,69
69,3053
3053,69
69,3120
3120,69
521,874
874,521
521,3053
3053,521
521,3120
3120,521
874,3053
3053,874
874,3120
3120,874
3053,3120
3120,3053
1228,1356
1356,1228
1228,1678
1678,1228
1228,2333
2333,1228
1356,1678
1678,1356
1356,2333
2333,1356
1678,2333
2333,1678
289,679
679,289
289,1502
1502,289
289,2527
2527,289
289,2744
2744,289
289,3952
3952,289
679,1502
1502,679
679,2527
2527,679
679,2744
2744,679
679,3952
3952,679
1502,2527
2527,1502
1502,2744
2744,1502
1502,3952
3952,1502
2527,2744
2744,2527
2527,3952
3952,2527
2744,3952
3952,2744
2079,2237
2237,2079
2079,2573
2573,2079
2079,3390
3390,2079
2079,3488
3488,2079
2079,3671
3671,2079
2237,2573
2573,2237
2237,3390
3390,2237
2237,3488
3488,2237
2237,3671
3671,2237
2573,3390
3390,2573
2573,3488
3488,2573
2573,3671
3671,2573
3390,3488
3488,3390
3390,3671
3671,3390
3488,3671
3671,3488
599,1239
1239,599
599,1971
1971,599
599,2303
2303,599
599,2842
2842,599
599,3722
3722,599
599,3768
3768,599
1239,1971
1971,1239
1239,2303
2303,1239
1239,2842
2842,1239
1239,3722
3722,1239
1239,3768
3768,1239
1971,2303
2303,1971
1971,2842
2842,1971
1971,3722
3722,1971
1971,3768
3768,1971
2303,2842
2842,2303
2303,3722
3722,2303
2303,3768
3768,2303
2842,3722
3722,2842
2842,3768
3768,2842
3722,3768
3768,3722
1458,1630
1630,1458
1458,1725
1725,1458
1458,2747
2747,1458
1458,3101
3101,1458
1630,1725
1725,1630
1630,2747
2747,1630
1630,3101
3101,1630
1725,2747
2747,1725
1725,3101
3101,1725
2747,3101
3101,2747
26,2548
2548,26
26,3154
3154,26
26,3871
3871,26
2548,3154
3154,2548
2548,3871
3871,2548
3154,3871
3871,3154
326,994
994,326
2275,2861
2861,2275
2275,3764
3764,2275
2861,3764
3764,2861
1259,1941
1941,1259
1259,2010
2010,1259
1941,2010
2010,1941
104,456
456,104
104,877
877,104
104,2328
2328,104
104,3190
3190,104
104,3920
3920,104
456,877
877,456
456,2328
2328,456
456,3190
